84400,51100,6.17,588,6790,18800,3.17,1.6,6.938,41.61,5190,.511,35.3,26.24,20.36,58800,79.9,3.14,2.3,1.155,259.5,13.81,210,64,1.167,5.75,148,899
89900,63900,5.86,1099,1610,6200,2.32,1.655,6.637,39.22,6150,.513,27.9,32.99,26.4,64900,78.4,3.21,1.1,.995,291.8,13.62,223,41,.983,4.64,123,900
78500,33800,6.38,643,4370,11800,2.53,1.705,6.988,39.2,4840,.513,31.4,25.15,19.53,51000,77,3.49,1.7,1.061,318.5,12.02,183,59,1.112,5.49,108,901
89600,71100,5.89,1241,1840,8300,2.23,1.593,6.524,39.09,5820,.512,33.2,34.21,26.21,62000,73.8,3.29,.5,1.016,294.2,13.45,244,48,1.009,4.17,134,902
97300,7000,6.98,950,5440,20800,2.75,1.871,8.302,49.97,5750,.532,45,30.17,22.84,62300,95.3,3.78,7.5,1.423,256.5,14.29,174,127,1.356,5.61,184,903
66600,126200,4.18,741,3290,16100,2.32,1.098,4.731,28.33,4110,.371,27.8,28.65,18.05,42800,56.9,2.43,5.6,.88,227.2,9.88,215,111,.807,3.22,146,904
73800,69500,5.65,577,6900,21700,5.31,1.384,6.253,35.54,4690,.443,34,30.28,17.77,48300,81.3,3.13,6.4,1.114,245.1,11.22,252,119,1.025,4.96,106,905
66200,60000,5.26,599,6220,17700,4.42,1.32,6.048,36.08,4620,.438,36.4,19.01,17.23,45600,65.8,2.87,6.4,1.067,248.6,10.9,180,120,.934,4.74,96,906
79100,42000,6.7,858,7130,17100,2.83,1.718,7.128,40.81,4630,.499,40.4,26.29,18.75,49700,70.7,3.47,8.1,1.158,270,11.14,257,137,1.235,4.26,155,907
64900,5900,7.32,417,7370,13900,2.21,1.847,7.977,40.36,4210,.541,44,20.51,15.26,44000,70.6,3.75,5.8,.983,339,10.26,205,87,1.377,5.3,94,908
80600,91300,4.69,909,3920,23000,2.57,1.355,5.734,34.48,5060,.397,33.9,33.19,22.52,52100,65.5,2.9,8.9,.989,258.5,11.64,254,145,.913,3.57,139,909
70200,57500,5.33,494,6320,18100,4.58,1.406,6.189,34.09,4560,.443,36.7,24.85,17.19,47500,86.7,3.15,5.9,1.107,258,11.42,179,98,1.04,5.69,110,910
68200,116400,4.15,802,3470,18300,2.44,1.16,4.963,30.09,4340,.359,28.2,29.64,18.71,44000,60,2.5,5.9,.898,237.2,10.22,215,87,.755,3.1,132,911
86100,42000,6.09,716,8410,22300,2.77,1.668,7.24,43.02,5230,.488,36.9,33.91,20.71,55000,89.3,3.43,6.7,1.289,217,13.42,144,138,1.17,4.96,132,912
61800,39700,4.98,1240,7180,11900,1.99,1.376,5.88,31.23,4260,.428,31,28.01,15.09,34400,60.8,3.02,4.3,.87,331.4,9.55,197,114,.999,4.93,112,913
67200,116400,4.23,740,3320,18800,2.32,1.114,4.766,28.65,4350,.345,25.4,27.64,18.2,42300,55.3,2.51,5.5,.811,225.8,9.79,210,138,.805,3.19,133,914
86500,67100,4.8,942,5180,22700,2.28,1.217,5.473,31.29,5280,.376,31.4,26.92,21.45,56200,67.3,2.91,7.2,.962,246.5,12.08,202,150,.945,4.1,114,915
84600,50500,5.48,702,7300,27700,2.71,1.379,5.998,34.57,4730,.411,32.2,33.36,19.96,52800,70.8,2.94,7.8,.977,348.6,11.94,297,204,.962,4.48,130,916
64400,22600,5.44,340,4040,22900,2.2,1.432,6.173,33.1,4010,.453,32.4,24.56,16.09,38600,67.6,3.11,5.6,.958,174.3,10.87,153,124,.985,4.97,97,917
73800,66200,8.34,889,6140,20300,2.4,2.184,9.124,48.01,4510,.525,49.2,29.6,17.07,42200,76.3,4.22,5.5,1.062,249.3,11.68,244,166,1.509,4.36,110,918
108600,20200,5.56,238,7660,22800,2.97,1.526,7.426,46.49,5680,.491,41.7,11.15,22.62,60000,86.1,3.31,8.4,1.579,162.1,17.25,80,200,1.105,6.56,109,919
85300,78000,4.73,1072,4470,26100,2.31,1.229,5.391,33,5060,.391,29.7,30.98,23.12,56900,68.9,2.78,10.3,.966,260.4,11.96,244,208,.874,3.89,109,920
69700,75000,4.93,606,5550,25200,2.75,1.396,5.875,31.9,4650,.403,31.8,23.8,18.89,46900,65.2,2.86,8,.959,237,10.79,266,169,.971,3.73,92,921
82800,29300,6.05,1329,8020,22200,2.46,1.463,6.607,39.99,4960,.434,36.9,39.23,19.43,48300,81.4,3.36,7.2,1.199,210,12.79,223,159,1.029,5.32,104,922
